,County_State
2787,"Harrison County, Ohio"
2788,"Hocking County, Ohio"
2789,"Hocking County, Ohio"
2790,"Hocking County, Ohio"
2791,"Hocking County, Ohio"
2792,"Holmes County, Ohio"
2793,"Holmes County, Ohio"
2794,"Holmes County, Ohio"
2795,"Holmes County, Ohio"
2796,"Holmes County, Ohio"
2797,"Huron County, Ohio"
2798,"Huron County, Ohio"
2799,"Jefferson County, Ohio"
2800,"Jefferson County, Ohio"
2801,"Jefferson County, Ohio"
2802,"Jefferson County, Ohio"
2803,"Jefferson County, Ohio"
2804,"Jefferson County, Ohio"
2805,"Jefferson County, Ohio"
2806,"Lake County, Ohio"
2807,"Lake County, Ohio"
2808,"Lawrence County, Ohio"
2809,"Lawrence County, Ohio"
2810,"Licking County, Ohio"
2811,"Licking County, Ohio"
2814,"Lorain County, Ohio"
2815,"Lorain County, Ohio"
2816,"Lorain County, Ohio"
2817,"Madison County, Ohio"
2818,"Mahoning County, Ohio"
2819,"Mahoning County, Ohio"
2820,"Mahoning County, Ohio"
2821,"Mahoning County, Ohio"
2822,"Mahoning County, Ohio"
2823,"Mahoning County, Ohio"
2824,"Medina County, Ohio"
2825,"Medina County, Ohio"
2826,"Medina County, Ohio"
2827,"Medina County, Ohio"
2828,"Medina County, Ohio"
2829,"Medina County, Ohio"
2830,"Medina County, Ohio"
2831,"Medina County, Ohio"
2832,"Miami County, Ohio"
2833,"Miami County, Ohio"
2834,"Miami County, Ohio"
2835,"Monroe County, Ohio"
2836,"Montgomery County, Ohio"
2837,"Montgomery County, Ohio"
2838,"Montgomery County, Ohio"
2839,"Montgomery County, Ohio"
2840,"Morrow County, Ohio"
2841,"Morrow County, Ohio"
2842,"Morrow County, Ohio"
2843,"Morrow County, Ohio"
2844,"Morrow County, Ohio"
2846,"Muskingum County, Ohio"
2847,"Muskingum County, Ohio"
2848,"Muskingum County, Ohio"
2849,"Noble County, Ohio"
2850,"Noble County, Ohio"
2851,"Noble County, Ohio"
2852,"Noble County, Ohio"
2853,"Ottawa County, Ohio"
2854,"Perry County, Ohio"
2855,"Perry County, Ohio"
2856,"Pike County, Ohio"
2857,"Pike County, Ohio"
2858,"Pike County, Ohio"
2859,"Portage County, Ohio"
2860,"Portage County, Ohio"
2861,"Portage County, Ohio"
2862,"Portage County, Ohio"
2863,"Portage County, Ohio"
2864,"Portage County, Ohio"
2865,"Portage County, Ohio"
2866,"Portage County, Ohio"
2867,"Portage County, Ohio"
2868,"Portage County, Ohio"
2869,"Portage County, Ohio"
2870,"Portage County, Ohio"
2871,"Portage County, Ohio"
2872,"Portage County, Ohio"
2873,"Portage County, Ohio"
2874,"Portage County, Ohio"
2875,"Portage County, Ohio"
2876,"Portage County, Ohio"
2877,"Portage County, Ohio"
2878,"Preble County, Ohio"
2879,"Preble County, Ohio"
2880,"Preble County, Ohio"
2881,"Richland County, Ohio"
2882,"Richland County, Ohio"
2883,"Richland County, Ohio"
2884,"Ross County, Ohio"
2885,"Ross County, Ohio"
2886,"Ross County, Ohio"
2887,"Scioto County, Ohio"
2888,"Scioto County, Ohio"
2889,"Scioto County, Ohio"
2890,"Scioto County, Ohio"
2891,"Scioto County, Ohio"
2892,"Scioto County, Ohio"
2893,"Scioto County, Ohio"
2894,"Shelby County, Ohio"
2895,"Stark County, Ohio"
2896,"Stark County, Ohio"
2897,"Stark County, Ohio"
2898,"Stark County, Ohio"
2900,"Stark County, Ohio"
2901,"Stark County, Ohio"
2902,"Stark County, Ohio"
2903,"Stark County, Ohio"
2904,"Stark County, Ohio"
2905,"Summit County, Ohio"
2906,"Summit County, Ohio"
2907,"Summit County, Ohio"
2908,"Summit County, Ohio"
2909,"Summit County, Ohio"
2910,"Summit County, Ohio"
2911,"Summit County, Ohio"
2912,"Summit County, Ohio"
2913,"Summit County, Ohio"
2914,"Summit County, Ohio"
2915,"Summit County, Ohio"
2916,"Trumbull County, Ohio"
2917,"Trumbull County, Ohio"
2918,"Trumbull County, Ohio"
2919,"Trumbull County, Ohio"
2920,"Tuscarawas County, Ohio"
2921,"Tuscarawas County, Ohio"
2922,"Tuscarawas County, Ohio"
2923,"Tuscarawas County, Ohio"
2924,"Tuscarawas County, Ohio"
2925,"Tuscarawas County, Ohio"
2927,"Vinton County, Ohio"
2928,"Vinton County, Ohio"
2929,"Vinton County, Ohio"
2930,"Vinton County, Ohio"
2931,"Warren County, Ohio"
2932,"Washington County, Ohio"
2933,"Washington County, Ohio"
2934,"Washington County, Ohio"
2935,"Washington County, Ohio"
2936,"Washington County, Ohio"
2937,"Washington County, Ohio"
2940,"Atoka County, Oklahoma"
2941,"Atoka County, Oklahoma"
2942,"Caddo County, Oklahoma"
2943,"Caddo County, Oklahoma"
2944,"Caddo County, Oklahoma"
2945,"Caddo County, Oklahoma"
2946,"Caddo County, Oklahoma"
2947,"Carter County, Oklahoma"
2948,"Cherokee County, Oklahoma"
2949,"Cherokee County, Oklahoma"
2950,"Choctaw County, Oklahoma"
2951,"Cleveland County, Oklahoma"
2952,"Cleveland County, Oklahoma"
2953,"Comanche County, Oklahoma"
2954,"Comanche County, Oklahoma"
2955,"Comanche County, Oklahoma"
2956,"Creek County, Oklahoma"
2957,"Delaware County, Oklahoma"
2958,"Delaware County, Oklahoma"
2959,"Delaware County, Oklahoma"
2961,"Harmon County, Oklahoma"
2962,"Hughes County, Oklahoma"
2963,"Johnston County, Oklahoma"
2964,"Johnston County, Oklahoma"
2965,"Latimer County, Oklahoma"
2966,"Latimer County, Oklahoma"
2967,"Le Flore County, Oklahoma"
2968,"Le Flore County, Oklahoma"
2969,"Le Flore County, Oklahoma"
2970,"Le Flore County, Oklahoma"
2971,"Le Flore County, Oklahoma"
2972,"Le Flore County, Oklahoma"
2973,"Le Flore County, Oklahoma"
2974,"Le Flore County, Oklahoma"
2975,"Le Flore County, Oklahoma"
2976,"Le Flore County, Oklahoma"
2977,"Le Flore County, Oklahoma"
2978,"Le Flore County, Oklahoma"
2979,"Le Flore County, Oklahoma"
2981,"Le Flore County, Oklahoma"
2982,"Le Flore County, Oklahoma"
2984,"Le Flore County, Oklahoma"
2985,"Le Flore County, Oklahoma"
2986,"Le Flore County, Oklahoma"
2987,"Le Flore County, Oklahoma"
2988,"Lincoln County, Oklahoma"
2989,"Lincoln County, Oklahoma"
2990,"Logan County, Oklahoma"
2991,"Love County, Oklahoma"
2992,"Major County, Oklahoma"
2993,"Marshall County, Oklahoma"
2994,"Mayes County, Oklahoma"
2995,"McClain County, Oklahoma"
2996,"McCurtain County, Oklahoma"
2997,"McCurtain County, Oklahoma"
2998,"McCurtain County, Oklahoma"
2999,"McIntosh County, Oklahoma"
3000,"McIntosh County, Oklahoma"
3001,"Murray County, Oklahoma"
3002,"Muskogee County, Oklahoma"
3003,"Muskogee County, Oklahoma"
3004,"Nowata County, Oklahoma"
3005,"Oklahoma County, Oklahoma"
3006,"Oklahoma County, Oklahoma"
3007,"Osage County, Oklahoma"
3008,"Osage County, Oklahoma"
3009,"Payne County, Oklahoma"
3010,"Payne County, Oklahoma"
3011,"Payne County, Oklahoma"
3012,"Pittsburg County, Oklahoma"
3013,"Pontotoc County, Oklahoma"
3014,"Pushmataha County, Oklahoma"
3015,"Roger Mills County, Oklahoma"
3016,"Rogers County, Oklahoma"
3017,"Seminole County, Oklahoma"
3018,"Sequoyah County, Oklahoma"
3019,"Tillman County, Oklahoma"
3020,"Tulsa County, Oklahoma"
3021,"Tulsa County, Oklahoma"
3022,"Washita County, Oklahoma"
3023,"Baker County, Oregon"
3024,"Baker County, Oregon"
3025,"Baker County, Oregon"
3026,"Baker County, Oregon"
3027,"Benton County, Oregon"
3028,"Benton County, Oregon"
3029,"Benton County, Oregon"
3030,"Benton County, Oregon"
3031,"Clackamas County, Oregon"
3032,"Clackamas County, Oregon"
3033,"Clackamas County, Oregon"
3034,"Clackamas County, Oregon"
3035,"Clackamas County, Oregon"
3036,"Clackamas County, Oregon"
3037,"Clackamas County, Oregon"
3038,"Clackamas County, Oregon"
3039,"Clackamas County, Oregon"
3040,"Clackamas County, Oregon"
3041,"Clackamas County, Oregon"
3042,"Clackamas County, Oregon"
3043,"Clackamas County, Oregon"
3044,"Clackamas County, Oregon"
3045,"Clackamas County, Oregon"
3046,"Clackamas County, Oregon"
3047,"Clackamas County, Oregon"
3048,"Clackamas County, Oregon"
3049,"Clackamas County, Oregon"
3050,"Clackamas County, Oregon"
3051,"Clackamas County, Oregon"
3052,"Clackamas County, Oregon"
3053,"Clackamas County, Oregon"
3054,"Clackamas County, Oregon"
3055,"Clackamas County, Oregon"
3056,"Clackamas County, Oregon"
3057,"Clackamas County, Oregon"
3058,"Clatsop County, Oregon"
3059,"Clatsop County, Oregon"
3060,"Clatsop County, Oregon"
3061,"Clatsop County, Oregon"
3063,"Clatsop County, Oregon"
3064,"Clatsop County, Oregon"
3065,"Clatsop County, Oregon"
3066,"Columbia County, Oregon"
3067,"Columbia County, Oregon"
3068,"Coos County, Oregon"
3069,"Coos County, Oregon"
3070,"Coos County, Oregon"
3071,"Coos County, Oregon"
3072,"Coos County, Oregon"
3073,"Coos County, Oregon"
3074,"Coos County, Oregon"
3075,"Crook County, Oregon"
3076,"Curry County, Oregon"
3077,"Curry County, Oregon"
3078,"Curry County, Oregon"
3079,"Curry County, Oregon"
3080,"Curry County, Oregon"
3081,"Curry County, Oregon"
3082,"Curry County, Oregon"
3083,"Curry County, Oregon"
3084,"Curry County, Oregon"
3085,"Deschutes County, Oregon"
3086,"Deschutes County, Oregon"
3087,"Deschutes County, Oregon"
3088,"Deschutes County, Oregon"
3089,"Deschutes County, Oregon"
3090,"Deschutes County, Oregon"
3091,"Deschutes County, Oregon"
3092,"Deschutes County, Oregon"
3093,"Deschutes County, Oregon"
3094,"Deschutes County, Oregon"
3095,"Deschutes County, Oregon"
3096,"Deschutes County, Oregon"
3097,"Deschutes County, Oregon"
3098,"Deschutes County, Oregon"
3099,"Deschutes County, Oregon"
3100,"Douglas County, Oregon"
3101,"Douglas County, Oregon"
3102,"Douglas County, Oregon"
3103,"Douglas County, Oregon"
3104,"Douglas County, Oregon"
3105,"Douglas County, Oregon"
3106,"Douglas County, Oregon"
3107,"Douglas County, Oregon"
3108,"Douglas County, Oregon"
3109,"Douglas County, Oregon"
3110,"Douglas County, Oregon"
3111,"Douglas County, Oregon"
3112,"Douglas County, Oregon"
3113,"Douglas County, Oregon"
3114,"Douglas County, Oregon"
3115,"Grant County, Oregon"
3116,"Grant County, Oregon"
3117,"Grant County, Oregon"
3118,"Grant County, Oregon"
3119,"Grant County, Oregon"
3120,"Harney County, Oregon"
3121,"Harney County, Oregon"
3122,"Hood River County, Oregon"
3123,"Hood River County, Oregon"
3124,"Hood River County, Oregon"
3125,"Hood River County, Oregon"
3126,"Hood River County, Oregon"
3127,"Hood River County, Oregon"
3128,"Hood River County, Oregon"
3129,"Hood River County, Oregon"
3130,"Hood River County, Oregon"
3131,"Hood River County, Oregon"
3132,"Hood River County, Oregon"
3133,"Hood River County, Oregon"
3134,"Jackson County, Oregon"
3135,"Jackson County, Oregon"
3136,"Jackson County, Oregon"
3137,"Jackson County, Oregon"
3138,"Jackson County, Oregon"
3139,"Jefferson County, Oregon"
3140,"Jefferson County, Oregon"
3141,"Josephine County, Oregon"
3142,"Josephine County, Oregon"
3143,"Josephine County, Oregon"
3144,"Josephine County, Oregon"
3145,"Josephine County, Oregon"
3146,"Josephine County, Oregon"
3147,"Josephine County, Oregon"
3148,"Josephine County, Oregon"
3149,"Josephine County, Oregon"
3150,"Josephine County, Oregon"
3151,"Josephine County, Oregon"
3152,"Josephine County, Oregon"
3153,"Josephine County, Oregon"
3154,"Josephine County, Oregon"
3155,"Josephine County, Oregon"
3156,"Josephine County, Oregon"
3157,"Josephine County, Oregon"
3158,"Klamath County, Oregon"
3159,"Klamath County, Oregon"
3160,"Klamath County, Oregon"
3161,"Klamath County, Oregon"
3162,"Klamath County, Oregon"
3163,"Klamath County, Oregon"
3164,"Klamath County, Oregon"
3165,"Klamath County, Oregon"
3166,"Lake County, Oregon"
3167,"Lane County, Oregon"
3168,"Lane County, Oregon"
3169,"Lane County, Oregon"
3170,"Lane County, Oregon"
3171,"Lane County, Oregon"
3172,"Lane County, Oregon"
3173,"Lane County, Oregon"
3174,"Lane County, Oregon"
3175,"Lane County, Oregon"
3176,"Lane County, Oregon"
3177,"Lane County, Oregon"
3178,"Lane County, Oregon"
3179,"Lane County, Oregon"
3180,"Lane County, Oregon"
3181,"Lane County, Oregon"
3182,"Lane County, Oregon"
3183,"Lincoln County, Oregon"
3184,"Linn County, Oregon"
3185,"Linn County, Oregon"
3186,"Linn County, Oregon"
3187,"Linn County, Oregon"
3188,"Linn County, Oregon"
3189,"Linn County, Oregon"
3190,"Linn County, Oregon"
3191,"Marion County, Oregon"
3192,"Marion County, Oregon"
3193,"Marion County, Oregon"
3194,"Marion County, Oregon"
3195,"Marion County, Oregon"
3196,"Marion County, Oregon"
3197,"Marion County, Oregon"
3198,"Marion County, Oregon"
3199,"Marion County, Oregon"
3200,"Marion County, Oregon"
3201,"Morrow County, Oregon"
3202,"Multnomah County, Oregon"
3203,"Multnomah County, Oregon"
3204,"Multnomah County, Oregon"
3205,"Multnomah County, Oregon"
3206,"Multnomah County, Oregon"
3207,"Multnomah County, Oregon"
3208,"Multnomah County, Oregon"
3209,"Polk County, Oregon"
3210,"Polk County, Oregon"
3211,"Polk County, Oregon"
3212,"Polk County, Oregon"
3213,"Polk County, Oregon"
3214,"Polk County, Oregon"
3215,"Polk County, Oregon"
3216,"Polk County, Oregon"
3217,"Tillamook County, Oregon"
3218,"Tillamook County, Oregon"
3219,"Tillamook County, Oregon"
3220,"Tillamook County, Oregon"
3221,"Tillamook County, Oregon"
3222,"Tillamook County, Oregon"
3223,"Tillamook County, Oregon"
3224,"Tillamook County, Oregon"
3225,"Tillamook County, Oregon"
3226,"Umatilla County, Oregon"
3227,"Umatilla County, Oregon"
3228,"Umatilla County, Oregon"
3229,"Umatilla County, Oregon"
3230,"Umatilla County, Oregon"
3231,"Umatilla County, Oregon"
3232,"Umatilla County, Oregon"
3233,"Umatilla County, Oregon"
3234,"Umatilla County, Oregon"
3235,"Umatilla County, Oregon"
3236,"Umatilla County, Oregon"
3237,"Umatilla County, Oregon"
3238,"Umatilla County, Oregon"
3239,"Umatilla County, Oregon"
3240,"Umatilla County, Oregon"
3241,"Union County, Oregon"
3242,"Union County, Oregon"
3243,"Union County, Oregon"
3244,"Wallowa County, Oregon"
3245,"Wallowa County, Oregon"
3246,"Wallowa County, Oregon"
3247,"Wasco County, Oregon"
3248,"Wasco County, Oregon"
3249,"Wasco County, Oregon"
3250,"Wasco County, Oregon"
3251,"Wasco County, Oregon"
3252,"Washington County, Oregon"
3253,"Washington County, Oregon"
3254,"Washington County, Oregon"
3255,"Washington County, Oregon"
3256,"Washington County, Oregon"
3257,"Washington County, Oregon"
3258,"Yamhill County, Oregon"
3259,"Adams County, Pennsylvania"
3260,"Adams County, Pennsylvania"
3261,"Adams County, Pennsylvania"
3262,"Adams County, Pennsylvania"
3263,"Adams County, Pennsylvania"
3264,"Allegheny County, Pennsylvania"
3265,"Allegheny County, Pennsylvania"
3266,"Allegheny County, Pennsylvania"
3267,"Allegheny County, Pennsylvania"
3268,"Allegheny County, Pennsylvania"
3269,"Allegheny County, Pennsylvania"
3270,"Allegheny County, Pennsylvania"
3271,"Allegheny County, Pennsylvania"
3272,"Allegheny County, Pennsylvania"
3273,"Armstrong County, Pennsylvania"
3274,"Beaver County, Pennsylvania"
3275,"Berks County, Pennsylvania"
3276,"Bucks County, Pennsylvania"
3277,"Bucks County, Pennsylvania"
3278,"Bucks County, Pennsylvania"
3279,"Bucks County, Pennsylvania"
3280,"Bucks County, Pennsylvania"
3281,"Butler County, Pennsylvania"
3282,"Butler County, Pennsylvania"
3283,"Butler County, Pennsylvania"
3284,"Cambria County, Pennsylvania"
3285,"Cambria County, Pennsylvania"
3286,"Cambria County, Pennsylvania"
3287,"Cambria County, Pennsylvania"
3288,"Cambria County, Pennsylvania"
3289,"Cambria County, Pennsylvania"
3290,"Cameron County, Pennsylvania"
3291,"Cameron County, Pennsylvania"
3292,"Chester County, Pennsylvania"
3293,"Clarion County, Pennsylvania"
3294,"Clearfield County, Pennsylvania"
3295,"Clearfield County, Pennsylvania"
3296,"Clearfield County, Pennsylvania"
3297,"Clearfield County, Pennsylvania"
3298,"Clearfield County, Pennsylvania"
3300,"Clinton County, Pennsylvania"
3301,"Columbia County, Pennsylvania"
3302,"Columbia County, Pennsylvania"
3303,"Crawford County, Pennsylvania"
3304,"Crawford County, Pennsylvania"
3305,"Elk County, Pennsylvania"
3306,"Elk County, Pennsylvania"
3307,"Erie County, Pennsylvania"
3308,"Erie County, Pennsylvania"
3309,"Erie County, Pennsylvania"
3310,"Erie County, Pennsylvania"
3311,"Erie County, Pennsylvania"
3312,"Fayette County, Pennsylvania"
3313,"Fayette County, Pennsylvania"
3314,"Fayette County, Pennsylvania"
3315,"Fayette County, Pennsylvania"
3316,"Fayette County, Pennsylvania"
3317,"Forest County, Pennsylvania"
3318,"Franklin County, Pennsylvania"
3319,"Fulton County, Pennsylvania"
3320,"Greene County, Pennsylvania"
3321,"Greene County, Pennsylvania"
3322,"Indiana County, Pennsylvania"
3323,"Indiana County, Pennsylvania"
3324,"Indiana County, Pennsylvania"
3326,"Jefferson County, Pennsylvania"
3327,"Jefferson County, Pennsylvania"
3328,"Jefferson County, Pennsylvania"
3329,"Lancaster County, Pennsylvania"
3330,"Lehigh County, Pennsylvania"
3331,"Luzerne County, Pennsylvania"
3332,"Lycoming County, Pennsylvania"
3333,"Lycoming County, Pennsylvania"
3334,"Lycoming County, Pennsylvania"
3335,"McKean County, Pennsylvania"
3336,"McKean County, Pennsylvania"
3337,"McKean County, Pennsylvania"
3338,"McKean County, Pennsylvania"
3339,"McKean County, Pennsylvania"
3340,"Mercer County, Pennsylvania"
3341,"Mercer County, Pennsylvania"
3342,"Mercer County, Pennsylvania"
3343,"Mercer County, Pennsylvania"
3344,"Mercer County, Pennsylvania"
3345,"Mercer County, Pennsylvania"
3346,"Mifflin County, Pennsylvania"
3347,"Monroe County, Pennsylvania"
3348,"Perry County, Pennsylvania"
3349,"Perry County, Pennsylvania"
3350,"Potter County, Pennsylvania"
3351,"Potter County, Pennsylvania"
3352,"Potter County, Pennsylvania"
3353,"Potter County, Pennsylvania"
3354,"Somerset County, Pennsylvania"
3355,"Somerset County, Pennsylvania"
3356,"Susquehanna County, Pennsylvania"
3357,"Susquehanna County, Pennsylvania"
3358,"Warren County, Pennsylvania"
3359,"Washington County, Pennsylvania"
3360,"Wayne County, Pennsylvania"
3361,"Wayne County, Pennsylvania"
3362,"Westmoreland County, Pennsylvania"
3363,"Westmoreland County, Pennsylvania"
3364,"Westmoreland County, Pennsylvania"
3365,"York County, Pennsylvania"
3366,"York County, Pennsylvania"
3367,"Providence County, Rhode Island"
3368,"Providence County, Rhode Island"
3369,"Washington County, Rhode Island"
3370,"Washington County, Rhode Island"
3371,"Washington County, Rhode Island"
3372,"Allendale County, South Carolina"
3373,"Anderson County, South Carolina"
3374,"Barnwell County, South Carolina"
3375,"Beaufort County, South Carolina"
3376,"Berkeley County, South Carolina"
3377,"Berkeley County, South Carolina"
3378,"Berkeley County, South Carolina"
3379,"Charleston County, South Carolina"
3380,"Cherokee County, South Carolina"
3381,"Chesterfield County, South Carolina"
3382,"Colleton County, South Carolina"
3383,"Colleton County, South Carolina"
3384,"Colleton County, South Carolina"
3385,"Darlington County, South Carolina"
3386,"Darlington County, South Carolina"
3387,"Dorchester County, South Carolina"
3388,"Fairfield County, South Carolina"
3389,"Greenville County, South Carolina"
3390,"Hampton County, South Carolina"
3391,"Horry County, South Carolina"
3392,"Horry County, South Carolina"
3393,"Horry County, South Carolina"
3394,"Kershaw County, South Carolina"
3395,"Kershaw County, South Carolina"
3396,"Lancaster County, South Carolina"
3397,"Laurens County, South Carolina"
3406,"Oconee County, South Carolina"
3407,"Oconee County, South Carolina"
3408,"Oconee County, South Carolina"
3409,"Orangeburg County, South Carolina"
3410,"Pickens County, South Carolina"
3411,"Richland County, South Carolina"
3412,"Spartanburg County, South Carolina"
3413,"Spartanburg County, South Carolina"
3414,"Sumter County, South Carolina"
3415,"Sumter County, South Carolina"
3416,"Williamsburg County, South Carolina"
3417,"York County, South Carolina"
3418,"Brown County, South Dakota"
3424,"Custer County, South Dakota"
3425,"Custer County, South Dakota"
3426,"Dewey County, South Dakota"
3427,"Gregory County, South Dakota"
3428,"Jackson County, South Dakota"
3429,"Lawrence County, South Dakota"
3430,"Meade County, South Dakota"
3431,"Pennington County, South Dakota"
3432,"Pennington County, South Dakota"
3433,"Shannon County, South Dakota"
3434,"Anderson County, Tennessee"
3435,"Anderson County, Tennessee"
3436,"Anderson County, Tennessee"
3437,"Blount County, Tennessee"
3438,"Bradley County, Tennessee"
3439,"Bradley County, Tennessee"
3440,"Campbell County, Tennessee"
3441,"Campbell County, Tennessee"
3442,"Cannon County, Tennessee"
3443,"Cannon County, Tennessee"
3444,"Carroll County, Tennessee"
3445,"Carroll County, Tennessee"
3446,"Carter County, Tennessee"
3447,"Carter County, Tennessee"
3448,"Cheatham County, Tennessee"
3449,"Coffee County, Tennessee"
3450,"Crockett County, Tennessee"
3451,"Cumberland County, Tennessee"
3452,"Davidson County, Tennessee"
3453,"Dickson County, Tennessee"
3454,"Dickson County, Tennessee"
3455,"Dickson County, Tennessee"
3456,"Dickson County, Tennessee"
3457,"Dyer County, Tennessee"
3458,"Fentress County, Tennessee"
3459,"Gibson County, Tennessee"
3460,"Giles County, Tennessee"
3461,"Giles County, Tennessee"
3462,"Grainger County, Tennessee"
3463,"Greene County, Tennessee"
3464,"Grundy County, Tennessee"
3465,"Hamilton County, Tennessee"
3466,"Hardeman County, Tennessee"
3467,"Hawkins County, Tennessee"
3468,"Hawkins County, Tennessee"
3469,"Haywood County, Tennessee"
3470,"Henderson County, Tennessee"
3471,"Hickman County, Tennessee"
3472,"Hickman County, Tennessee"
3473,"Hickman County, Tennessee"
3474,"Humphreys County, Tennessee"
3475,"Lauderdale County, Tennessee"
3476,"Lawrence County, Tennessee"
3477,"Lawrence County, Tennessee"
3478,"Lewis County, Tennessee"
3479,"Lincoln County, Tennessee"
3480,"Lincoln County, Tennessee"
3481,"Loudon County, Tennessee"
3482,"Marshall County, Tennessee"
3483,"Marshall County, Tennessee"
3484,"Maury County, Tennessee"
3485,"Mcminn County, Tennessee"
3486,"Mcminn County, Tennessee"
3487,"Monroe County, Tennessee"
3489,"Monroe County, Tennessee"
3490,"Montgomery County, Tennessee"
3491,"Montgomery County, Tennessee"
3492,"Morgan County, Tennessee"
3493,"Obion County, Tennessee"
3494,"Perry County, Tennessee"
3495,"Polk County, Tennessee"
3496,"Polk County, Tennessee"
3497,"Rhea County, Tennessee"
3498,"Roane County, Tennessee"
3499,"Robertson County, Tennessee"
3500,"Rutherford County, Tennessee"
3501,"Rutherford County, Tennessee"
3502,"Rutherford County, Tennessee"
3503,"Sevier County, Tennessee"
3504,"Sevier County, Tennessee"
3505,"Sevier County, Tennessee"
3506,"Sevier County, Tennessee"
3507,"Sevier County, Tennessee"
3508,"Sevier County, Tennessee"
3509,"Shelby County, Tennessee"
3510,"Sullivan County, Tennessee"
3511,"Sumner County, Tennessee"
3512,"Sumner County, Tennessee"
3513,"Tipton County, Tennessee"
3514,"Tipton County, Tennessee"
3515,"Tipton County, Tennessee"
3516,"Tipton County, Tennessee"
3517,"Unicoi County, Tennessee"
3518,"Williamson County, Tennessee"
3519,"Wilson County, Tennessee"
3520,"Wilson County, Tennessee"
3521,"Wilson County, Tennessee"
3522,"Wilson County, Tennessee"
3523,"Anderson County, Texas"
3524,"Anderson County, Texas"
3525,"Anderson County, Texas"
3526,"Angelina County, Texas"
3527,"Angelina County, Texas"
3528,"Bexar County, Texas"
3529,"Bexar County, Texas"
3530,"Bosque County, Texas"
3531,"Bowie County, Texas"
3532,"Bowie County, Texas"
3533,"Burleson County, Texas"
3534,"Burleson County, Texas"
3535,"Cass County, Texas"
3536,"Cass County, Texas"
3537,"Cass County, Texas"
3538,"Cass County, Texas"
3539,"Cass County, Texas"
3540,"Cass County, Texas"
3541,"Cass County, Texas"
3542,"Cass County, Texas"
3543,"Cherokee County, Texas"
3544,"Cherokee County, Texas"
3545,"Coke County, Texas"
3546,"Comal County, Texas"
3547,"Comal County, Texas"
3548,"Cooke County, Texas"
3549,"Cooke County, Texas"
3550,"Cooke County, Texas"
3551,"Coryell County, Texas"
3552,"Delta County, Texas"
3553,"Delta County, Texas"
3554,"Delta County, Texas"
3555,"Denton County, Texas"
3556,"Denton County, Texas"
3557,"Dickens County, Texas"
3558,"Ellis County, Texas"
3559,"Ellis County, Texas"
3560,"Erath County, Texas"
3561,"Fannin County, Texas"
3562,"Fannin County, Texas"
3563,"Fannin County, Texas"
3564,"Fannin County, Texas"
3565,"Fannin County, Texas"
3566,"Franklin County, Texas"
3567,"Franklin County, Texas"
3568,"Freestone County, Texas"
3569,"Freestone County, Texas"
3570,"Gonzales County, Texas"
3571,"Grayson County, Texas"
3572,"Grayson County, Texas"
3573,"Grayson County, Texas"
3574,"Grayson County, Texas"
3575,"Gregg County, Texas"
3576,"Gregg County, Texas"
3577,"Guadalupe County, Texas"
3578,"Guadalupe County, Texas"
3579,"Guadalupe County, Texas"
3580,"Harrison County, Texas"
3582,"Harrison County, Texas"
3583,"Harrison County, Texas"
3584,"Harrison County, Texas"
3585,"Harrison County, Texas"
3586,"Harrison County, Texas"
3587,"Hemphill County, Texas"
3588,"Henderson County, Texas"
3589,"Hockley County, Texas"
3590,"Hood County, Texas"
3591,"Hood County, Texas"
3592,"Hopkins County, Texas"
3593,"Houston County, Texas"
3594,"Houston County, Texas"
3595,"Houston County, Texas"
3596,"Houston County, Texas"
3597,"Howard County, Texas"
3598,"Hunt County, Texas"
3599,"Hunt County, Texas"
3600,"Hunt County, Texas"
3601,"Jack County, Texas"
3602,"Jack County, Texas"
3603,"Jack County, Texas"
3604,"Jack County, Texas"
3605,"Jackson County, Texas"
3606,"Jasper County, Texas"
3607,"Jasper County, Texas"
3608,"Jasper County, Texas"
3609,"Jasper County, Texas"
3610,"Jasper County, Texas"
3611,"Jasper County, Texas"
3612,"Jeffdavis County, Texas"
3615,"Johnson County, Texas"
3616,"Johnson County, Texas"
3617,"Kinney County, Texas"
3618,"Lamar County, Texas"
3619,"Lamar County, Texas"
3620,"Lamb County, Texas"
3621,"Lampasas County, Texas"
3622,"Leon County, Texas"
3623,"Liberty County, Texas"
3624,"Liberty County, Texas"
3625,"Liberty County, Texas"
3626,"Liberty County, Texas"
3627,"Liberty County, Texas"
3628,"Liberty County, Texas"
3629,"Liberty County, Texas"
3630,"Liberty County, Texas"
3631,"Liberty County, Texas"
3632,"Lubbock County, Texas"
3635,"Matagorda County, Texas"
3636,"Matagorda County, Texas"
3637,"Matagorda County, Texas"
3638,"Mills County, Texas"
3639,"Montgomery County, Texas"
3640,"Montgomery County, Texas"
3641,"Montgomery County, Texas"
3642,"Montgomery County, Texas"
3643,"Montgomery County, Texas"
3644,"Montgomery County, Texas"
3645,"Montgomery County, Texas"
3646,"Montgomery County, Texas"
3647,"Montgomery County, Texas"
3648,"Montgomery County, Texas"
3649,"Montgomery County, Texas"
3650,"Montgomery County, Texas"
3651,"Morris County, Texas"
3652,"Morris County, Texas"
3653,"Nacogdoches County, Texas"
3654,"Newton County, Texas"
3655,"Newton County, Texas"
3656,"Newton County, Texas"
3657,"Orange County, Texas"
3658,"Palo Pinto County, Texas"
3659,"Palo Pinto County, Texas"
3660,"Palo Pinto County, Texas"
3661,"Panola County, Texas"
